Bridge/Tunnel,Year,Month,Vehicles Type,Eastbound Volume
Goethals Bridge,2014,Feb,Truck,79953
Goethals Bridge,2014,Jun,Truck,101973
Goethals Bridge,2014,Dec,Truck,92313
Goethals Bridge,2014,Sep,Truck,100095
Goethals Bridge,2014,Aug,Truck,98970
Goethals Bridge,2014,Jul,Truck,105861
Goethals Bridge,2014,May,Truck,100432
Goethals Bridge,2014,Nov,Truck,85352
Goethals Bridge,2014,Apr,Truck,95572
Goethals Bridge,2013,Nov,Automobile,1021910
Goethals Bridge,2013,Oct,Automobile,1117146
Goethals Bridge,2013,Apr,Automobile,1017343
Goethals Bridge,2013,May,Automobile,1076043
Goethals Bridge,2013,Jun,Automobile,1083832
Goethals Bridge,2013,Dec,Automobile,1038184
Goethals Bridge,2013,Sep,Automobile,1124392
Goethals Bridge,2013,Aug,Automobile,1241481
Goethals Bridge,2013,Jul,Automobile,1189012
Goethals Bridge,2013,Jan,Automobile,962190
Goethals Bridge,2013,Feb,Automobile,854167
Goethals Bridge,2013,Mar,Automobile,1034280
Goethals Bridge,2013,Jul,Bus,10379
Goethals Bridge,2013,Feb,Bus,7817
Goethals Bridge,2013,Jan,Bus,8689
Goethals Bridge,2013,Oct,Bus,9848
Goethals Bridge,2013,Dec,Bus,8181
Goethals Bridge,2013,Aug,Bus,10470
Goethals Bridge,2013,May,Bus,9606
Goethals Bridge,2013,Jun,Bus,9622
Goethals Bridge,2013,Nov,Bus,8010
Goethals Bridge,2013,Mar,Bus,9349
Goethals Bridge,2013,Apr,Bus,9786
Goethals Bridge,2013,Sep,Bus,8874
Goethals Bridge,2013,Jun,Total vehicles,1186320
Goethals Bridge,2013,Dec,Total vehicles,1140219
Goethals Bridge,2013,Oct,Total vehicles,1240313
Goethals Bridge,2013,Jul,Total vehicles,1309880
Goethals Bridge,2013,Aug,Total vehicles,1368812
Goethals Bridge,2013,Nov,Total vehicles,1122564
Goethals Bridge,2013,Jan,Total vehicles,1068959
Goethals Bridge,2013,Sep,Total vehicles,1240948
Goethals Bridge,2013,Mar,Total vehicles,1134529
Goethals Bridge,2013,Feb,Total vehicles,947736
Goethals Bridge,2013,Apr,Total vehicles,1123174
Goethals Bridge,2013,May,Total vehicles,1182806
Goethals Bridge,2013,May,Truck,97157
Goethals Bridge,2013,Dec,Truck,93854
Goethals Bridge,2013,Nov,Truck,92644
Goethals Bridge,2013,Oct,Truck,113319
Goethals Bridge,2013,Jan,Truck,98080
Goethals Bridge,2013,Feb,Truck,85752
Goethals Bridge,2013,Mar,Truck,90900
Goethals Bridge,2013,Sep,Truck,107682
Goethals Bridge,2013,Aug,Truck,116861
Goethals Bridge,2013,Jul,Truck,110489
Goethals Bridge,2013,Apr,Truck,96045
Goethals Bridge,2013,Jun,Truck,92866
Goethals Bridge,2012,Jun,Automobile,1108960
Goethals Bridge,2012,Feb,Automobile,933634
Goethals Bridge,2012,Jan,Automobile,953229
Goethals Bridge,2012,Aug,Automobile,1179889
Goethals Bridge,2012,Mar,Automobile,1030675
Goethals Bridge,2012,Apr,Automobile,1051085
Goethals Bridge,2012,Sep,Automobile,1053576
Goethals Bridge,2012,May,Automobile,1096654
Goethals Bridge,2012,Jul,Automobile,1160643
Goethals Bridge,2012,Oct,Automobile,991045
Goethals Bridge,2012,Nov,Automobile,1034847
Goethals Bridge,2012,Dec,Automobile,1063539
Goethals Bridge,2012,Jul,Bus,10861
Goethals Bridge,2012,Feb,Bus,8401
Goethals Bridge,2012,Jan,Bus,8407
Goethals Bridge,2012,Aug,Bus,11234
Goethals Bridge,2012,Sep,Bus,8753
Goethals Bridge,2012,Mar,Bus,9867
Goethals Bridge,2012,Oct,Bus,9078
Goethals Bridge,2012,Apr,Bus,9762
Goethals Bridge,2012,May,Bus,10566
Goethals Bridge,2012,Nov,Bus,10640
Goethals Bridge,2012,Dec,Bus,8586
Goethals Bridge,2012,Jun,Bus,10675
Goethals Bridge,2012,Jun,Total vehicles,1230779
Goethals Bridge,2012,Nov,Total vehicles,1153915
Goethals Bridge,2012,Oct,Total vehicles,1091633
Goethals Bridge,2012,Sep,Total vehicles,1153291
Goethals Bridge,2012,Aug,Total vehicles,1296117
Goethals Bridge,2012,Jul,Total vehicles,1277963
Goethals Bridge,2012,May,Total vehicles,1216872
Goethals Bridge,2012,Apr,Total vehicles,1166113
Goethals Bridge,2012,Mar,Total vehicles,1148825
Goethals Bridge,2012,Feb,Total vehicles,1039786
Goethals Bridge,2012,Jan,Total vehicles,1061906
Goethals Bridge,2012,Dec,Total vehicles,1166420
Goethals Bridge,2012,Oct,Truck,91510
Goethals Bridge,2012,Aug,Truck,104994
Goethals Bridge,2012,Jul,Truck,106459
Goethals Bridge,2012,Jan,Truck,100270
Goethals Bridge,2012,Nov,Truck,108428
Goethals Bridge,2012,Jun,Truck,111144
Goethals Bridge,2012,May,Truck,109652
Goethals Bridge,2012,Feb,Truck,97751
Goethals Bridge,2012,Dec,Truck,94295
Goethals Bridge,2012,Mar,Truck,108283
Goethals Bridge,2012,Apr,Truck,105266
Goethals Bridge,2012,Sep,Truck,90962
Goethals Bridge,2011,Oct,Automobile,1067176
Goethals Bridge,2011,Sep,Automobile,1076713
Goethals Bridge,2011,Mar,Automobile,1044992
Goethals Bridge,2011,Dec,Automobile,1083376
Goethals Bridge,2011,Jun,Automobile,1121666
Goethals Bridge,2011,Jul,Automobile,1206196
Goethals Bridge,2011,Apr,Automobile,1053866
Goethals Bridge,2011,Feb,Automobile,896210
Goethals Bridge,2011,May,Automobile,1128772
Goethals Bridge,2011,Jan,Automobile,908233
Goethals Bridge,2011,Aug,Automobile,1125589
Goethals Bridge,2011,Nov,Automobile,1053908
Goethals Bridge,2011,Dec,Bus,8265
Goethals Bridge,2011,Jan,Bus,8722
Goethals Bridge,2011,Feb,Bus,8511
Goethals Bridge,2011,Mar,Bus,10411
Goethals Bridge,2011,Apr,Bus,10157
Goethals Bridge,2011,May,Bus,10978
Goethals Bridge,2011,Jun,Bus,11390
Goethals Bridge,2011,Jul,Bus,11227
Goethals Bridge,2011,Aug,Bus,11495
Goethals Bridge,2011,Sep,Bus,9740
Goethals Bridge,2011,Oct,Bus,9692
Goethals Bridge,2011,Nov,Bus,8948
Goethals Bridge,2011,Jul,Total vehicles,1325269
Goethals Bridge,2011,Aug,Total vehicles,1255443
Goethals Bridge,2011,Dec,Total vehicles,1195988
Goethals Bridge,2011,Nov,Total vehicles,1169558
Goethals Bridge,2011,Jan,Total vehicles,1013561
Goethals Bridge,2011,Feb,Total vehicles,1000142
Goethals Bridge,2011,Mar,Total vehicles,1168410
Goethals Bridge,2011,Apr,Total vehicles,1166681
Goethals Bridge,2011,Oct,Total vehicles,1186503
Goethals Bridge,2011,Sep,Total vehicles,1198164
Goethals Bridge,2011,May,Total vehicles,1249166
Goethals Bridge,2011,Jun,Total vehicles,1249564
Goethals Bridge,2011,Nov,Truck,106702
Goethals Bridge,2011,Mar,Truck,113007
Goethals Bridge,2011,Feb,Truck,95421
Goethals Bridge,2011,May,Truck,109416
Goethals Bridge,2011,Apr,Truck,102658
Goethals Bridge,2011,Jan,Truck,96606
Goethals Bridge,2011,Dec,Truck,104347
Goethals Bridge,2011,Jul,Truck,107846
Goethals Bridge,2011,Aug,Truck,118359
Goethals Bridge,2011,Sep,Truck,111711
Goethals Bridge,2011,Jun,Truck,116508
Goethals Bridge,2011,Oct,Truck,109635
Holland Tunnel,2015,Nov,Automobile,1215957
Holland Tunnel,2015,Feb,Automobile,1056817
Holland Tunnel,2015,Sep,Automobile,1207708
Holland Tunnel,2015,Jul,Automobile,1295057
Holland Tunnel,2015,Mar,Automobile,1205470
Holland Tunnel,2015,Jun,Automobile,1273302
Holland Tunnel,2015,Dec,Automobile,1261524
Holland Tunnel,2015,Oct,Automobile,1271702
Holland Tunnel,2015,Aug,Automobile,1306637
Holland Tunnel,2015,Jan,Automobile,1099574
Holland Tunnel,2015,Apr,Automobile,1248189
Holland Tunnel,2015,May,Automobile,1320456
Holland Tunnel,2015,Oct,Bus,17683
Holland Tunnel,2015,Mar,Bus,15778
Holland Tunnel,2015,Feb,Bus,13670
Holland Tunnel,2015,Jan,Bus,13413
Holland Tunnel,2015,Dec,Bus,14938
Holland Tunnel,2015,Jul,Bus,19789
Holland Tunnel,2015,Jun,Bus,18266
Holland Tunnel,2015,Sep,Bus,17035
Holland Tunnel,2015,Aug,Bus,18912
Holland Tunnel,2015,Nov,Bus,14850
Holland Tunnel,2015,Apr,Bus,17087
Holland Tunnel,2015,May,Bus,17872
Holland Tunnel,2015,Jun,Total vehicles,1330957
Holland Tunnel,2015,Dec,Total vehicles,1314614
Holland Tunnel,2015,Apr,Total vehicles,1302519
Holland Tunnel,2015,Sep,Total vehicles,1262846
Holland Tunnel,2015,Mar,Total vehicles,1258086
Holland Tunnel,2015,Jan,Total vehicles,1146262
Holland Tunnel,2015,Jul,Total vehicles,1354588
Holland Tunnel,2015,Feb,Total vehicles,1103138
Holland Tunnel,2015,Oct,Total vehicles,1329328
Holland Tunnel,2015,May,Total vehicles,1375465
Holland Tunnel,2015,Nov,Total vehicles,1267025
Holland Tunnel,2015,Aug,Total vehicles,1364192
Holland Tunnel,2015,Feb,Truck,32651
Holland Tunnel,2015,Jun,Truck,39389
Holland Tunnel,2015,Mar,Truck,36838
Holland Tunnel,2015,Sep,Truck,38103
Holland Tunnel,2015,May,Truck,37137
Holland Tunnel,2015,Jul,Truck,39742
Holland Tunnel,2015,Aug,Truck,38643
Holland Tunnel,2015,Dec,Truck,38152
Holland Tunnel,2015,Apr,Truck,37243
Holland Tunnel,2015,Oct,Truck,39943
Holland Tunnel,2015,Jan,Truck,33275
Holland Tunnel,2015,Nov,Truck,36218
Holland Tunnel,2014,Apr,Automobile,1221890
Holland Tunnel,2014,Jan,Automobile,1132938
Holland Tunnel,2014,Mar,Automobile,1261875
Holland Tunnel,2014,Sep,Automobile,1256700
Holland Tunnel,2014,Jul,Automobile,1306025
Holland Tunnel,2014,Oct,Automobile,1279894
Holland Tunnel,2014,Feb,Automobile,1017220
Holland Tunnel,2014,May,Automobile,1303867
Holland Tunnel,2014,Jun,Automobile,1289702
Holland Tunnel,2014,Dec,Automobile,1278468
Holland Tunnel,2014,Aug,Automobile,1337589
Holland Tunnel,2014,Nov,Automobile,1229097
Holland Tunnel,2014,Sep,Bus,18136
Holland Tunnel,2014,Oct,Bus,18877
Holland Tunnel,2014,Nov,Bus,15447
Holland Tunnel,2014,Jul,Bus,20614
Holland Tunnel,2014,Apr,Bus,17915
Holland Tunnel,2014,Jun,Bus,19446
Holland Tunnel,2014,Mar,Bus,16173
Holland Tunnel,2014,Aug,Bus,20355
Holland Tunnel,2014,Feb,Bus,13351
Holland Tunnel,2014,May,Bus,18857
Holland Tunnel,2014,Dec,Bus,15644
Holland Tunnel,2014,Jan,Bus,14519
Holland Tunnel,2014,Nov,Total vehicles,1278995
Holland Tunnel,2014,Apr,Total vehicles,1276855
Holland Tunnel,2014,Aug,Total vehicles,1397065
Holland Tunnel,2014,Jun,Total vehicles,1347706
Holland Tunnel,2014,Feb,Total vehicles,1061542
Holland Tunnel,2014,Dec,Total vehicles,1331235
Holland Tunnel,2014,Sep,Total vehicles,1313770
Holland Tunnel,2014,Mar,Total vehicles,1314376
Holland Tunnel,2014,Oct,Total vehicles,1339190
Holland Tunnel,2014,Jul,Total vehicles,1366826
Holland Tunnel,2014,Jan,Total vehicles,1182062
Holland Tunnel,2014,May,Total vehicles,1360976
Holland Tunnel,2014,Sep,Truck,38934
Holland Tunnel,2014,Dec,Truck,37123
Holland Tunnel,2014,Nov,Truck,34451
Holland Tunnel,2014,Oct,Truck,40419
Holland Tunnel,2014,Feb,Truck,30971
Holland Tunnel,2014,Jul,Truck,40187
Holland Tunnel,2014,Aug,Truck,39121
Holland Tunnel,2014,Jan,Truck,34605
Holland Tunnel,2014,May,Truck,38252
Holland Tunnel,2014,Mar,Truck,36328
Holland Tunnel,2014,Apr,Truck,37050
Holland Tunnel,2014,Jun,Truck,38558
Holland Tunnel,2013,Jul,Automobile,1344131
Holland Tunnel,2013,May,Automobile,1351918
Holland Tunnel,2013,Jun,Automobile,1331205
Holland Tunnel,2013,Oct,Automobile,1338370
Holland Tunnel,2013,Nov,Automobile,1274789
Holland Tunnel,2013,Feb,Automobile,1111849
Holland Tunnel,2013,Jan,Automobile,1233012
Holland Tunnel,2013,Dec,Automobile,1288600
Holland Tunnel,2013,Sep,Automobile,1271663
Holland Tunnel,2013,Aug,Automobile,1348026
Holland Tunnel,2013,Apr,Automobile,1299892
Holland Tunnel,2013,Mar,Automobile,1317115
Holland Tunnel,2013,Jul,Bus,21010
Holland Tunnel,2013,Sep,Bus,17613
Holland Tunnel,2013,Jan,Bus,16540
Holland Tunnel,2013,Feb,Bus,15234
Holland Tunnel,2013,Mar,Bus,17856
Holland Tunnel,2013,Nov,Bus,16593
Holland Tunnel,2013,Jun,Bus,19084
Holland Tunnel,2013,May,Bus,20402
Holland Tunnel,2013,Aug,Bus,20668
Holland Tunnel,2013,Apr,Bus,18944
Holland Tunnel,2013,Oct,Bus,19337
Holland Tunnel,2013,Dec,Bus,16289
Holland Tunnel,2013,Apr,Total vehicles,1355016
Holland Tunnel,2013,Oct,Total vehicles,1396817
Holland Tunnel,2013,Aug,Total vehicles,1406358
Holland Tunnel,2013,Sep,Total vehicles,1323592
Holland Tunnel,2013,Nov,Total vehicles,1326572
Holland Tunnel,2013,Jul,Total vehicles,1403023
Holland Tunnel,2013,Feb,Total vehicles,1157853
Holland Tunnel,2013,Dec,Total vehicles,1339287
Holland Tunnel,2013,Mar,Total vehicles,1369232
Holland Tunnel,2013,Jan,Total vehicles,1283310
Holland Tunnel,2013,Jun,Total vehicles,1386529
Holland Tunnel,2013,May,Total vehicles,1409980
Holland Tunnel,2013,Oct,Truck,39110
Holland Tunnel,2013,Nov,Truck,35190
Holland Tunnel,2013,May,Truck,37660
Holland Tunnel,2013,Apr,Truck,36180
Holland Tunnel,2013,Aug,Truck,37664
Holland Tunnel,2013,Mar,Truck,34261
Holland Tunnel,2013,Sep,Truck,34316
Holland Tunnel,2013,Jun,Truck,36240
Holland Tunnel,2013,Dec,Truck,34398
Holland Tunnel,2013,Feb,Truck,30770
Holland Tunnel,2013,Jan,Truck,33758
Holland Tunnel,2013,Jul,Truck,37882
Holland Tunnel,2012,Jan,Automobile,1238578
Holland Tunnel,2012,Feb,Automobile,1210725
Holland Tunnel,2012,Mar,Automobile,1354370
Holland Tunnel,2012,Apr,Automobile,1313721
Holland Tunnel,2012,May,Automobile,1383353
Holland Tunnel,2012,Jun,Automobile,1369231
Holland Tunnel,2012,Jul,Automobile,1364617
Holland Tunnel,2012,Aug,Automobile,1384751
Holland Tunnel,2012,Sep,Automobile,1296412
Holland Tunnel,2012,Oct,Automobile,1219479
Holland Tunnel,2012,Nov,Automobile,1003234
Holland Tunnel,2012,Dec,Automobile,1350480
Holland Tunnel,2012,Nov,Bus,16386
Holland Tunnel,2012,Oct,Bus,18897
Holland Tunnel,2012,Sep,Bus,18719
Holland Tunnel,2012,Dec,Bus,17688
Holland Tunnel,2012,Aug,Bus,22344
Holland Tunnel,2012,Jul,Bus,21750
Holland Tunnel,2012,Jun,Bus,20423
Holland Tunnel,2012,May,Bus,21941
Holland Tunnel,2012,Apr,Bus,20079
Holland Tunnel,2012,Mar,Bus,19790
Holland Tunnel,2012,Feb,Bus,17398
Holland Tunnel,2012,Jan,Bus,18492
Holland Tunnel,2012,Aug,Total vehicles,1444077
Holland Tunnel,2012,Jul,Total vehicles,1421140
Holland Tunnel,2012,Jun,Total vehicles,1424569
Holland Tunnel,2012,May,Total vehicles,1440753
Holland Tunnel,2012,Apr,Total vehicles,1365421
Holland Tunnel,2012,Mar,Total vehicles,1408648
Holland Tunnel,2012,Jan,Total vehicles,1287761
Holland Tunnel,2012,Feb,Total vehicles,1258525
Holland Tunnel,2012,Nov,Total vehicles,1046097
Holland Tunnel,2012,Dec,Total vehicles,1399951
Holland Tunnel,2012,Sep,Total vehicles,1348588
Holland Tunnel,2012,Oct,Total vehicles,1272003
Holland Tunnel,2012,Jan,Truck,30691
Holland Tunnel,2012,Dec,Truck,31783
Holland Tunnel,2012,Nov,Truck,26477
Holland Tunnel,2012,Oct,Truck,33627
Holland Tunnel,2012,Sep,Truck,33457
Holland Tunnel,2012,Aug,Truck,36982
Holland Tunnel,2012,Jul,Truck,34773
Holland Tunnel,2012,Jun,Truck,34915
Holland Tunnel,2012,May,Truck,35459
Holland Tunnel,2012,Apr,Truck,31621
Holland Tunnel,2012,Mar,Truck,34488
Holland Tunnel,2012,Feb,Truck,30402
Holland Tunnel,2011,Feb,Automobile,1183356
Holland Tunnel,2011,Apr,Automobile,1354127
Holland Tunnel,2011,Mar,Automobile,1383611
Holland Tunnel,2011,Jan,Automobile,1192262
Holland Tunnel,2011,May,Automobile,1404464
Holland Tunnel,2011,Jun,Automobile,1392537
Holland Tunnel,2011,Jul,Automobile,1415311
Holland Tunnel,2011,Dec,Automobile,1369636
Holland Tunnel,2011,Nov,Automobile,1308279
Holland Tunnel,2011,Sep,Automobile,1292859
Holland Tunnel,2011,Oct,Automobile,1337877
Holland Tunnel,2011,Aug,Automobile,1333653
Holland Tunnel,2011,Jul,Bus,25336
Holland Tunnel,2011,Jan,Bus,18936
Holland Tunnel,2011,Feb,Bus,18580
Holland Tunnel,2011,Mar,Bus,22661
Holland Tunnel,2011,Apr,Bus,22175
Holland Tunnel,2011,May,Bus,24059
Holland Tunnel,2011,Jun,Bus,23971
Holland Tunnel,2011,Aug,Bus,25690
Holland Tunnel,2011,Sep,Bus,23379
Holland Tunnel,2011,Oct,Bus,22350
Holland Tunnel,2011,Nov,Bus,20367
Holland Tunnel,2011,Dec,Bus,20700
Holland Tunnel,2011,Nov,Total vehicles,1360280
Holland Tunnel,2011,Apr,Total vehicles,1403554
Holland Tunnel,2011,Sep,Total vehicles,1347191
Holland Tunnel,2011,Jun,Total vehicles,1447245
Holland Tunnel,2011,Oct,Total vehicles,1391174
Holland Tunnel,2011,Mar,Total vehicles,1435707
Holland Tunnel,2011,Feb,Total vehicles,1226770
Holland Tunnel,2011,Jan,Total vehicles,1236450
Holland Tunnel,2011,Jul,Total vehicles,1469957
Holland Tunnel,2011,Dec,Total vehicles,1422961
Holland Tunnel,2011,Aug,Total vehicles,1391267
Holland Tunnel,2011,May,Total vehicles,1457144
Holland Tunnel,2011,Mar,Truck,29435
Holland Tunnel,2011,Aug,Truck,31924
Holland Tunnel,2011,Jul,Truck,29310
Holland Tunnel,2011,Jun,Truck,30737
Holland Tunnel,2011,May,Truck,28621
Holland Tunnel,2011,Apr,Truck,27252
Holland Tunnel,2011,Jan,Truck,25252
Holland Tunnel,2011,Feb,Truck,24834
Holland Tunnel,2011,Dec,Truck,32625
Holland Tunnel,2011,Nov,Truck,31634
Holland Tunnel,2011,Oct,Truck,30947
Holland Tunnel,2011,Sep,Truck,30953
Lincoln Tunnel,2015,Jan,Automobile,1160866
Lincoln Tunnel,2015,Apr,Automobile,1320491
Lincoln Tunnel,2015,Sep,Automobile,1285083
Lincoln Tunnel,2015,Mar,Automobile,1311351
Lincoln Tunnel,2015,Oct,Automobile,1390624
Lincoln Tunnel,2015,May,Automobile,1395215
Lincoln Tunnel,2015,Nov,Automobile,1327395
Lincoln Tunnel,2015,Aug,Automobile,1384856
Lincoln Tunnel,2015,Feb,Automobile,1112701
Lincoln Tunnel,2015,Dec,Automobile,1357457
Lincoln Tunnel,2015,Jul,Automobile,1330841
Lincoln Tunnel,2015,Jun,Automobile,1329203
Lincoln Tunnel,2015,Nov,Bus,175044
Lincoln Tunnel,2015,Dec,Bus,186868
Lincoln Tunnel,2015,Jun,Bus,186037
Lincoln Tunnel,2015,Feb,Bus,157239
Lincoln Tunnel,2015,Apr,Bus,185596
Lincoln Tunnel,2015,Mar,Bus,182622
Lincoln Tunnel,2015,Jul,Bus,190153
Lincoln Tunnel,2015,Sep,Bus,180078
Lincoln Tunnel,2015,May,Bus,182975
Lincoln Tunnel,2015,Aug,Bus,184868
Lincoln Tunnel,2015,Oct,Bus,188112
Lincoln Tunnel,2015,Jan,Bus,165278
Lincoln Tunnel,2015,Oct,Total vehicles,1674385
Lincoln Tunnel,2015,Jul,Total vehicles,1614447
Lincoln Tunnel,2015,Jun,Total vehicles,1610822
Lincoln Tunnel,2015,Nov,Total vehicles,1590190
Lincoln Tunnel,2015,Jan,Total vehicles,1401488
Lincoln Tunnel,2015,Mar,Total vehicles,1582276
Lincoln Tunnel,2015,Aug,Total vehicles,1659999
Lincoln Tunnel,2015,Apr,Total vehicles,1596498
Lincoln Tunnel,2015,Dec,Total vehicles,1631931
Lincoln Tunnel,2015,Feb,Total vehicles,1344534
Lincoln Tunnel,2015,Sep,Total vehicles,1555832
Lincoln Tunnel,2015,May,Total vehicles,1669186
Lincoln Tunnel,2015,May,Truck,90996
Lincoln Tunnel,2015,Sep,Truck,90671
Lincoln Tunnel,2015,Apr,Truck,90411
Lincoln Tunnel,2015,Feb,Truck,74594
Lincoln Tunnel,2015,Mar,Truck,88303
Lincoln Tunnel,2015,Aug,Truck,90275
Lincoln Tunnel,2015,Oct,Truck,95649
Lincoln Tunnel,2015,Dec,Truck,87606
Lincoln Tunnel,2015,Jul,Truck,93453
Lincoln Tunnel,2015,Nov,Truck,87751
Lincoln Tunnel,2015,Jan,Truck,75344
Lincoln Tunnel,2015,Jun,Truck,95582
Lincoln Tunnel,2014,Jun,Automobile,1363822
Lincoln Tunnel,2014,Mar,Automobile,1312849
Lincoln Tunnel,2014,Feb,Automobile,1050042
Lincoln Tunnel,2014,Aug,Automobile,1369748
Lincoln Tunnel,2014,Dec,Automobile,1332199
Lincoln Tunnel,2014,May,Automobile,1389716
Lincoln Tunnel,2014,Apr,Automobile,1322246
Lincoln Tunnel,2014,Nov,Automobile,1294683
Lincoln Tunnel,2014,Jan,Automobile,1159422
Lincoln Tunnel,2014,Sep,Automobile,1306417
Lincoln Tunnel,2014,Oct,Automobile,1368904
Lincoln Tunnel,2014,Jul,Automobile,1326877
Lincoln Tunnel,2014,Jan,Bus,168063
Lincoln Tunnel,2014,Oct,Bus,193430
Lincoln Tunnel,2014,Aug,Bus,186013
Lincoln Tunnel,2014,Sep,Bus,180691
Lincoln Tunnel,2014,Feb,Bus,152260
Lincoln Tunnel,2014,Jun,Bus,181313
Lincoln Tunnel,2014,Nov,Bus,171803
Lincoln Tunnel,2014,Apr,Bus,182730
Lincoln Tunnel,2014,Dec,Bus,185247
Lincoln Tunnel,2014,May,Bus,185988
Lincoln Tunnel,2014,Jul,Bus,187178
Lincoln Tunnel,2014,Mar,Bus,176087
Lincoln Tunnel,2014,Aug,Total vehicles,1643217
Lincoln Tunnel,2014,May,Total vehicles,1666298
Lincoln Tunnel,2014,Jul,Total vehicles,1603049
Lincoln Tunnel,2014,Jan,Total vehicles,1409508
Lincoln Tunnel,2014,Dec,Total vehicles,1603447
Lincoln Tunnel,2014,Jun,Total vehicles,1635328
Lincoln Tunnel,2014,Nov,Total vehicles,1548544
Lincoln Tunnel,2014,Mar,Total vehicles,1574585
Lincoln Tunnel,2014,Apr,Total vehicles,1594801
Lincoln Tunnel,2014,Sep,Total vehicles,1576301
Lincoln Tunnel,2014,Oct,Total vehicles,1658428
Lincoln Tunnel,2014,Feb,Total vehicles,1277459
Lincoln Tunnel,2014,Apr,Truck,89825
Lincoln Tunnel,2014,Oct,Truck,96094
Lincoln Tunnel,2014,Nov,Truck,82058
Lincoln Tunnel,2014,Mar,Truck,85649
Lincoln Tunnel,2014,Dec,Truck,86001
Lincoln Tunnel,2014,Sep,Truck,89193
Lincoln Tunnel,2014,Feb,Truck,75157
Lincoln Tunnel,2014,Jul,Truck,88994
Lincoln Tunnel,2014,Jan,Truck,82023
Lincoln Tunnel,2014,Aug,Truck,87456
Lincoln Tunnel,2014,May,Truck,90594
Lincoln Tunnel,2014,Jun,Truck,90193
Lincoln Tunnel,2013,Dec,Automobile,1305674
Lincoln Tunnel,2013,Sep,Automobile,1303675
Lincoln Tunnel,2013,Aug,Automobile,1378856
Lincoln Tunnel,2013,Jul,Automobile,1306647
Lincoln Tunnel,2013,Jun,Automobile,1335536
Lincoln Tunnel,2013,May,Automobile,1356218
Lincoln Tunnel,2013,Apr,Automobile,1296866
Lincoln Tunnel,2013,Mar,Automobile,1326952
Lincoln Tunnel,2013,Feb,Automobile,1097250
Lincoln Tunnel,2013,Jan,Automobile,1219523
Lincoln Tunnel,2013,Oct,Automobile,1351104
Lincoln Tunnel,2013,Nov,Automobile,1301802
Lincoln Tunnel,2013,Dec,Bus,178956
Lincoln Tunnel,2013,Sep,Bus,171687
Lincoln Tunnel,2013,Aug,Bus,186154
Lincoln Tunnel,2013,Jul,Bus,185458
Lincoln Tunnel,2013,Mar,Bus,176558
Lincoln Tunnel,2013,Feb,Bus,153534
Lincoln Tunnel,2013,Jan,Bus,172246
Lincoln Tunnel,2013,Jun,Bus,175656
Lincoln Tunnel,2013,May,Bus,186529
Lincoln Tunnel,2013,Apr,Bus,181173
Lincoln Tunnel,2013,Nov,Bus,171875
Lincoln Tunnel,2013,Oct,Bus,188012
Lincoln Tunnel,2013,Aug,Total vehicles,1655961
Lincoln Tunnel,2013,Sep,Total vehicles,1562146
Lincoln Tunnel,2013,Dec,Total vehicles,1568694
Lincoln Tunnel,2013,Nov,Total vehicles,1559777
Lincoln Tunnel,2013,Oct,Total vehicles,1634586
Lincoln Tunnel,2013,Jul,Total vehicles,1579328
Lincoln Tunnel,2013,Jan,Total vehicles,1474388
Lincoln Tunnel,2013,Feb,Total vehicles,1325372
Lincoln Tunnel,2013,Mar,Total vehicles,1587688
Lincoln Tunnel,2013,Apr,Total vehicles,1565983
Lincoln Tunnel,2013,May,Total vehicles,1634667
Lincoln Tunnel,2013,Jun,Total vehicles,1597360
Lincoln Tunnel,2013,Feb,Truck,74588
Lincoln Tunnel,2013,Mar,Truck,84178
Lincoln Tunnel,2013,Dec,Truck,84064
Lincoln Tunnel,2013,Sep,Truck,86784
Lincoln Tunnel,2013,Jul,Truck,87223
Lincoln Tunnel,2013,Nov,Truck,86100
Lincoln Tunnel,2013,Oct,Truck,95470
Lincoln Tunnel,2013,Aug,Truck,90951
Lincoln Tunnel,2013,Jun,Truck,86168
Lincoln Tunnel,2013,May,Truck,91920
Lincoln Tunnel,2013,Apr,Truck,87944
Lincoln Tunnel,2013,Jan,Truck,82619
Lincoln Tunnel,2012,Jun,Automobile,1363012
Lincoln Tunnel,2012,Dec,Automobile,1346790
Lincoln Tunnel,2012,Mar,Automobile,1368212
Lincoln Tunnel,2012,Nov,Automobile,1255820
Lincoln Tunnel,2012,May,Automobile,1379275
Lincoln Tunnel,2012,Feb,Automobile,1225113
Lincoln Tunnel,2012,Jan,Automobile,1264594
Lincoln Tunnel,2012,Oct,Automobile,1303701
Lincoln Tunnel,2012,Sep,Automobile,1314035
Lincoln Tunnel,2012,Apr,Automobile,1371508
Lincoln Tunnel,2012,Aug,Automobile,1367403
Lincoln Tunnel,2012,Jul,Automobile,1349939
Lincoln Tunnel,2012,Dec,Bus,178807
Lincoln Tunnel,2012,Jan,Bus,167814
Lincoln Tunnel,2012,Apr,Bus,177057
Lincoln Tunnel,2012,Feb,Bus,162144
Lincoln Tunnel,2012,Jul,Bus,177959
Lincoln Tunnel,2012,May,Bus,183978
Lincoln Tunnel,2012,Aug,Bus,184836
Lincoln Tunnel,2012,Mar,Bus,180432
Lincoln Tunnel,2012,Jun,Bus,176106
Lincoln Tunnel,2012,Sep,Bus,167684
Lincoln Tunnel,2012,Oct,Bus,168647
Lincoln Tunnel,2012,Nov,Bus,180166
